station_name,latitude,longitude
DILDARNAGAR JUNCTION,25.4311213,83.6669287
SILAK JHORI RAILWAY STN,18.9743203,81.7513551
DILMILI RAILWAY STN,18.9743203,81.7513551
DIMAPUR RAILWAY STN,25.9091406,93.7265605
DINA NAGAR RAILWAY STN,32.1265656,75.4636031
DANAPUR RAILWAY STN,25.6241415,85.0414249
DINDIGUL JUNCTION,10.3623794,77.9694579
DING RAILWAY STN,29.4609824,75.2624898
DINGWAHI RAILWAY STN,25.4050284,80.4076132
DINHATA RAILWAY STN,26.1290634,89.4694913
MANDI DIP RAILWAY STN,22.0225074,78.6072432
DIPHU RAILWAY STN,25.8441997,93.4401911
NAILALUNG RAILWAY STN,25.8441997,93.4401911
DIVA RAILWAY STN,19.1869395,73.0477775
DIWANA RAILWAY STN,29.3162298,76.9743873
NIDVANDA RAILWAY STN,13.2278101,77.2416451
DOBBSPET RAILWAY STN,13.2278101,77.2416451
BYADARAHALLI RAILWAY STN,12.5147296,76.750966
DODBALLAPUR RAILWAY STN,13.2957137,77.5363908
DODJALA H RAILWAY STN,13.1820846,77.6528682
SRAVANUR RAILWAY STN,12.7035736,76.2916196
KAVALANDE RAILWAY STN,12.0011782,76.7855866
DOHNA RAILWAY STN,28.4573522,79.4506989
DOHRIGHAT RAILWAY STN,26.2718899,83.5095097
DOIWALA RAILWAY STN,30.1758771,78.1242422
KANSRAO RAILWAY STN,30.1758771,78.1242422
HADYAL RAILWAY STN,28.583094,75.3205302
DOKWA RAILWAY STN,28.583094,75.3205302
DONAKONDA RAILWAY STN,15.83329,79.4848677
DONDAICHA RAILWAY STN,21.3245073,74.5563859
GUMGAON RAILWAY STN,18.7450894,73.4566806
CHIKNI ROAD RAILWAY STN,18.7450894,73.4566806
KHAPTI RAILWAY STN,18.7450894,73.4566806
DONGARGARH RAILWAY STN,21.1870322,80.7618636
NEW MAL JUNCTION,22.9867569,87.8549755
ALIPUR DUAR CRT RAILWAY STN,22.9867569,87.8549755
DORAHA RAILWAY STN,30.7986482,76.0301786
DORNAKAL JUNCTION,17.444383,80.1506998
SHRIRAJNAGAR RAILWAY STN,26.2722013,82.472568
KIKAKUI ROAD RAILWAY STN,21.1231609,73.49462
DOSVADA RAILWAY STN,21.1231609,73.49462
DHANSIRI RAILWAY STN,26.2006043,92.9375739
DUBAHA RAILWAY STN,25.7080552,85.4870923
LEHRA RAILWAY STN,27.1891307,83.2211539
DUBRAJPUR RAILWAY STN,23.7940598,87.3746285
DUDAHI RAILWAY STN,26.7967995,84.1461519
DUDHANI RAILWAY STN,17.3585392,76.3680696
DUDHNOI RAILWAY STN,25.9860602,90.7865655
DUDWA RAILWAY STN,28.0388491,80.7796313
DUGANPUR RAILWAY STN,28.6678,79.1238059
JANUNIATNA RAILWAY STN,23.7483099,86.1522827
DUGGIRALA RAILWAY STN,16.3273225,80.6271912
GANGINENI RAILWAY STN,16.7657715,80.5056393
DUKHERI RAILWAY STN,30.2805371,76.8807437
VYASNAGAR RAILWAY STN,25.3001995,83.0837824
DULIAJAN RAILWAY STN,27.3572121,95.3222503
BORDUBI ROAD RAILWAY STN,27.3572121,95.3222503
DULLABCHERRA RAILWAY STN,24.4858154,92.4341515
DULRASAR RAILWAY STN,28.2870344,74.5170319
DAM DIM RAILWAY STN,22.6420109,88.4311688
DUM DUM CANT RAILWAY STN,22.6420109,88.4311688
DURGANAGAR RAILWAY STN,22.6420109,88.4311688
DAL CHAPRA RAILWAY STN,26.8060659,80.088412
MADHUKUNDA RAILWAY STN,23.6130137,86.6623676
DAMODAR JUNCTION,23.6130137,86.6623676
DUMKA RAILWAY STN,24.2684794,87.2488088
SINGHPUR DUMRA RAILWAY STN,25.0641429,79.9045771
DUMRAON RAILWAY STN,25.5501128,84.1500155
SHIU SAGAR ROAD RAILWAY STN,25.6228212,84.1843932
PARASNATH RAILWAY STN,23.9997928,85.9993997
NAGLATULA RAILWAY STN,26.9198607,77.4300357
DUMURDAHA RAILWAY STN,23.0366572,88.4319073
KUNTIGHAT RAILWAY STN,23.0366572,88.4319073
KHAMARGACHHI RAILWAY STN,23.0366572,88.4319073
DUNDI RAILWAY STN,22.6080262,80.7380716
DUNGAR JUNCTION,23.2952951,74.0241367
SAJANVAR ROAD RAILWAY STN,23.2952951,74.0241367
SRI DUNGARGARH RAILWAY STN,28.0943694,74.0060083
JUNNOR DEO RAILWAY STN,23.6750421,77.5246795
DUNGARPUR RAILWAY STN,23.8518813,73.7204305
SINGARPUR RAILWAY STN,28.8336163,79.0390799
DUNGRIPALI RAILWAY STN,21.0475445,83.5509886
DUPADU RAILWAY STN,15.9165443,79.3676753
DURAUNDHA JUNCTION,26.0858468,84.4566458
DURG RAILWAY STN,21.1904494,81.2849169
BHILAI PWR HS RAILWAY STN,21.1904494,81.2849169
MARAUDA RAILWAY STN,21.1904494,81.2849169
DURGACHAK RAILWAY STN,22.0758287,88.1364591
SUGAPAHARI HALT RAILWAY STN,23.5693756,85.8921123
DURGAPUR RAILWAY STN,23.5204443,87.3119227
WARIA RAILWAY STN,23.5204443,87.3119227
JIBANTI RAILWAY STN,23.5204443,87.3119227
DAKSHIN DURGAPR RAILWAY STN,22.3274894,88.4076664
DURGAPURA RAILWAY STN,26.8517972,75.7862232
SAIDABAD RAILWAY STN,25.3779813,82.1251189
DUSI RAILWAY STN,18.3710251,83.8585679
PARDHANDE RAILWAY STN,21.0681349,75.8272482
DUVVADA RAILWAY STN,17.6970004,83.1466159
ANAPARTI RAILWAY STN,16.9355804,81.9261999
DWARAPUDI RAILWAY STN,16.9355804,81.9261999
RAMSAGAR RAILWAY STN,23.1004879,87.3090683
DWARKA RAILWAY STN,22.2441975,68.9684562
IDAPLLI RAILWAY STN,10.0260688,76.3124753
EDDULADODDI RAILWAY STN,15.3496426,77.5734048
PENDEKALLU RAILWAY STN,15.3496426,77.5734048
EKAMBARAKUPPAM RAILWAY STN,13.3150251,79.567368
EKANGARSARAI RAILWAY STN,25.2208896,85.2294002
EKCHARI RAILWAY STN,25.2124382,87.216113
EKDIL RAILWAY STN,26.74964,79.0885125
EKLAKHI RAILWAY STN,25.1693884,88.101066
IKLEHRA RAILWAY STN,23.1531415,76.3955603
EKMA RAILWAY STN,25.9651053,84.5353247
MATERA RAILWAY STN,27.7705495,81.5788361
ELATTUR RAILWAY STN,11.3418071,75.7400563
ELAVUR RAILWAY STN,13.4628135,80.1191296
ELIMALA RAILWAY STN,12.0213447,75.2070644
ELLENABAD RAILWAY STN,29.4522574,74.6693186
ELURU RAILWAY STN,16.7106604,81.0952431
POWERPET RAILWAY STN,16.7106604,81.0952431
YELGUR RAILWAY STN,16.7106604,81.0952431
MAGUDANCHAVADI RAILWAY STN,11.2451477,78.0972821
VIRANI ALUR RAILWAY STN,8.2059428,77.3158884
ERANIEL RAILWAY STN,8.2059428,77.3158884
ERNAKULAM JUNCTION,9.9816358,76.2998842
ERNAKULAM TOWN RAILWAY STN,9.9816358,76.2998842
ERODE JUNCTION,11.3410364,77.7171642
ETAH RAILWAY STN,27.5625106,78.6654148
ETAWAH JUNCTION,26.7829103,79.027659
ETMADPUR RAILWAY STN,27.2333127,78.1991896
MADUKARAI RAILWAY STN,10.8899686,76.9087926
ETTIMADAI RAILWAY STN,10.8899686,76.9087926
ETTUMANUR RAILWAY STN,9.670626,76.557882
EZHUKONE RAILWAY STN,8.9858432,76.7163359
FAIZABAD JUNCTION,26.7729751,82.1457934
FAIZULLAPUR RAILWAY STN,28.5201972,79.5912457
FAKHRABAD RAILWAY STN,18.1124372,79.0192997
FAKIRAGRAM JUNCTION,26.3646756,90.1834504
FALAKATA RAILWAY STN,26.517486,89.2039195
FALIMARI RAILWAY STN,26.3897635,89.8177208
FALNA RAILWAY STN,25.2332965,73.2452239
KHIMEL RAILWAY STN,25.2332965,73.2452239
FARAH RAILWAY STN,27.3222646,77.7598649
NEW FARAKKA JUNCTION,24.7797393,87.9166676
CHAMAGRAM RAILWAY STN,24.7797393,87.9166676
FARENI RAILWAY STN,21.7108282,70.5041816
FARIDABAD RAILWAY STN,28.4089123,77.3177894
FARIDABAD NW TN RAILWAY STN,28.4089123,77.3177894
FARIDKOT RAILWAY STN,30.6774058,74.7539266
FARIDNAGAR RAILWAY STN,28.7706397,77.6249734
FARRUKHABAD RAILWAY STN,27.3825853,79.5840195
FATEHABAD RAILWAY STATION,29.5131814,75.4509532
MEHUWALA HALT RAILWAY STN,29.5131814,75.4509532
FATEHGARH SAHIB RAILWAY STN,30.6435345,76.39703
FATEHGARH RAILWAY STN,27.3672904,79.6221368
FATEHNAGAR RAILWAY STN,24.8149754,74.0953435
FATEHPUR SKHWTI RAILWAY STN,27.9941409,74.9618826
FATEHPUR RAILWAY STN,25.9209503,80.7996035
KUCHESAR ROAD RAILWAY STN,25.9209503,80.7996035
TAHSIL FATEHPUR RAILWAY STN,27.1770053,81.2029951
JAHANGIRABAD RJ RAILWAY STN,26.9687167,81.2436227
FATWA RAILWAY STN,25.508956,85.3030615
FAZILKA RAILWAY STN,30.4036478,74.0279621
KOSMA RAILWAY STN,28.5530887,79.5687728
PHEPHNA JUNCTION,25.7732238,84.0392108
FEROK RAILWAY STN,11.1734548,75.8352429
FEROZESHAH RAILWAY STN,30.8776206,74.7892951
FIROZABAD RAILWAY STN,27.1591961,78.3957331
FIROZPUR CANT RAILWAY STN,30.9331348,74.6224755
FIROZPUR CITY RAILWAY STN,30.9331348,74.6224755
KHAI PHEMEKI RAILWAY STN,30.9331348,74.6224755
DODH RAILWAY STN,30.9331348,74.6224755
KHEKRA RAILWAY STN,25.6579303,83.4790245
FAKHARPUR HALT RAILWAY STN,25.6579303,83.4790245
GOTRA HALT RAILWAY STN,25.6579303,83.4790245
FORBESGANJ RAILWAY STN,26.2986049,87.268613
FURKATING JUNCTION,26.4580173,94.015254
OATING RAILWAY STN,26.4580173,94.015254
JAGADISHPUR RAILWAY STN,24.2551275,86.4870189
KRISHNA BALLABH RAILWAY STN,24.2551275,86.4870189
PHURSUNGI RAILWAY STN,18.4726725,73.9784573
SASVAD ROAD RAILWAY STN,18.4726725,73.9784573
MANJARI BUDRUK RAILWAY STN,18.4726725,73.9784573
SOMESHWARA RAILWAY STN,13.5536789,77.4987084
GADADHARPUR RAILWAY STN,24.0144143,87.6920097
GADAG JUNCTION,15.4315406,75.6355149
JORANDA ROAD RAILWAY STN,20.6283706,85.6691726
SURA NUSSI RAILWAY STN,31.0536103,75.1939949
GADARWARA RAILWAY STN,22.9225495,78.7834059
GARKHA RAILWAY STN,27.7453067,78.8736493
GADIGANURU RAILWAY STN,15.2061971,76.5892774
FARHEDI RAILWAY STN,28.7210719,78.8085311
GARPOS RAILWAY STN,20.2375561,84.2700179
TANGARMUNDA RAILWAY STN,20.2375561,84.2700179
GADRA ROAD RAILWAY STN,25.2188274,71.3883751
CHORVAD ROAD RAILWAY STN,21.0538131,70.2910273
VIJIYPUR JAMMU RAILWAY STN,32.5129266,74.9851678
GADWAL RAILWAY STN,16.2354297,77.7992871
GAHLOTA RAILWAY STN,26.7000469,74.9734805
GAHMAR RAILWAY STN,25.4983696,83.8101286
KATAIYA DANDI RAILWAY STN,25.135141,81.4114142
GAIGAON RAILWAY STN,20.7259085,76.8915524
KUHURI RAILWAY STN,19.847598,85.3497988
GAINJAHWA RAILWAY STN,27.4542355,82.2501812
GAINSARI JUNCTION,27.5321859,82.5402402
GAJAPATINAGARAM RAILWAY STN,18.2802222,83.337057
GAJARA BAHARA RAILWAY STN,24.0623503,82.2854848
GAJJELAKONDA RAILWAY STN,15.7518595,79.391367
GAJNER RAILWAY STN,27.9499008,73.0464309
GAJRAULA JUNCTION,28.8381644,78.2421812
GAURA RAILWAY STN,28.8381644,78.2421812
GAUR RAILWAY STN,28.8381644,78.2421812
RAI SINGH NAGAR RAILWAY STN,29.6610352,73.4386481
GAJSINGHPUR RAILWAY STN,29.6610352,73.4386481
GALAN RAILWAY STN,20.5997543,75.2697811
GALGALIA RAILWAY STN,26.5264815,88.1157149
MALIYA HATINA RAILWAY STN,21.1473214,70.2705956
GALUDIH RAILWAY STN,22.6439075,86.4098718
GAMBHIRPURA RAILWAY STN,23.8544951,73.0154376
GANAUR RAILWAY STN,29.1354856,77.020608
MOTARI HALT RAILWAY STN,20.1099608,85.7435906
GANDHIDHAM BG RAILWAY STN,23.075297,70.133673
GANDHIGRAM RAILWAY STN,23.075297,70.133673
GANDHINAGAR CAP RAILWAY STN,23.292206,72.6417265
GANESHGANJ RAILWAY STN,22.4765507,79.5814145
KAMALPURGRAM RAILWAY STN,23.1156401,82.6034472
GANGADHARA RAILWAY STN,21.1348121,73.0422279
HALUDPUKUR RAILWAY STN,22.593305,86.1510105
GANGAGHAT RAILWAY STN,23.3618,85.5074
MAGARWARA RAILWAY STN,26.5028753,80.3776957
GANGAIKONDAN RAILWAY STN,8.8588183,77.7802041
GANGAKHER RAILWAY STN,18.9663544,76.7480805
MOHANPURA RAILWAY STN,29.9093759,73.8799805
GANGANI RAILWAY STN,25.9644427,85.2722472
GANGAPUR CITY RAILWAY STN,26.4833211,76.7340094
GANGARAMPUR RAILWAY STN,25.40091,88.5323606
GANGATIKURI RAILWAY STN,23.7114989,88.0986241
GANGIWARA RAILWAY STN,22.0945718,78.8517121
GANGNAPUR RAILWAY STN,23.1293988,88.6410193
GANGRAR RAILWAY STN,25.0610679,74.6239764
GANJ DUNDWARA RAILWAY STN,27.7345321,78.9373099
GANJMURADABAD RAILWAY STN,26.965406,80.1814037
JORAMOW RAILWAY STN,24.2024789,86.7227753
GANKAR RAILWAY STN,24.4119778,88.0858016
GANNAVARAM RAILWAY STN,16.5419292,80.8050141
P AVATAPALLE RAILWAY STN,16.5419292,80.8050141
JAITIPUR RAILWAY STN,26.6581247,80.6798521
GARHBETA RAILWAY STN,22.8631347,87.3537738
BOGRI ROAD RAILWAY STN,22.8631347,87.3537738
GARHARA RAILWAY STN,25.4631027,86.0044158
GARHI HARSARU RAILWAY STN,28.4496908,76.9326167
GARHMAU RAILWAY STN,25.5142652,78.6654033
GARHMUKTESAR RAILWAY STN,28.789221,78.0823084
GARHMUKTESAR BR RAILWAY STN,28.789221,78.0823084
GARHSHANKAR RAILWAY STN,31.217507,76.1406925
GARHWA RAILWAY STN,24.1548982,83.7995617
BIRAPATTI RAILWAY STN,24.8108853,83.0133096
HOOGHLY GHAT RAILWAY STN,22.9034088,88.4149018
GARIFA RAILWAY STN,22.9034088,88.4149018
GARIVIDI RAILWAY STN,18.283659,83.535197
GARLA RAILWAY STN,17.48776,80.1425255
GARLADINNE RAILWAY STN,14.819586,77.5954558
PHULAGURI RAILWAY STN,26.9730201,94.1415625
GAROT RAILWAY STN,24.328077,75.6499025
KURLAS RAILWAY STN,24.328077,75.6499025
SATRAON RAILWAY STN,26.2810961,83.7955818
GARWA ROAD RAILWAY STN,24.1548982,83.7995617
GATORA RAILWAY STN,22.062433,82.2542556
PENDRA ROAD RAILWAY STN,22.8656616,81.8879884
SARBAHARA RAILWAY STN,22.8656616,81.8879884
GAURI BAZAR RAILWAY STN,26.5958962,83.6707463
GAURIBIDANUR RAILWAY STN,13.6183294,77.5145854
GAURIPUR RAILWAY STN,26.0916341,89.9655224
GAWNAHA RAILWAY STN,27.286868,84.5195974
GAYA JUNCTION,24.7913957,85.0002336
GAZOLE RAILWAY STN,25.2108593,88.1923843
GEDE RAILWAY STN,23.4921769,88.7873722
GIDAM RAILWAY STN,18.9737053,81.3974714
JANDIALA RAILWAY STN,31.4998698,74.6663913
GHADELA RAILWAY STN,22.9734229,78.6568942
GHAGWAL RAILWAY STN,32.5122063,75.2128942
LOHRA RAILWAY STN,25.3801368,82.9360387
GHANAULI RAILWAY STN,31.0236996,76.5863882
VIJPADI ROAD RAILWAY STN,21.1589982,71.4477469
SAROTRA ROAD RAILWAY STN,24.3533625,72.6121601
GHANPUR RAILWAY STN,18.2940831,79.8688837
CHAMPANER RD JUNCTION,22.5199207,73.3804481
JAMWALA RAILWAY STN,20.9291145,70.7540166
GHARAUNDA RAILWAY STN,29.5397333,76.9731017
CARRON RAILWAY STN,26.8547522,88.9485688
GHASO RAILWAY STN,29.5224814,76.1508385
GHATAMPUR RAILWAY STN,26.1476121,80.1707662
GHATERA RAILWAY STN,23.8304504,79.6740663
PANIHAR RAILWAY STN,26.0665167,77.9624435
GHATIGAON RAILWAY STN,26.0665167,77.9624435
GHATKESAR RAILWAY STN,17.4510735,78.6809932
GHAT KOPAR RAILWAY STN,19.0790239,72.9080122
GHATLA RAILWAY STN,27.733024,76.6239423
GHAT NANDUR RAILWAY STN,18.7333423,76.5553256
GHATSILA RAILWAY STN,22.5862036,86.4773174
GHAZIABAD RAILWAY STN,28.6691565,77.4537578
SAHIBABAD RAILWAY STN,28.6691565,77.4537578
GULDHAR RAILWAY STN,28.6691565,77.4537578
MAHRAULI RAILWAY STN,28.6691565,77.4537578
N GHAZIABAD RAILWAY STN,28.6691565,77.4537578
GHAZIPUR CITY RAILWAY STN,25.5877901,83.5783078
GHORADONGRI RAILWAY STN,22.1189961,78.0109764
GHOGA RAILWAY STN,25.2154806,87.1645814
GHOGARDIHA RAILWAY STN,26.2835025,86.4657543
GHOLVAD RAILWAY STN,20.0803294,72.730405
BHEERPUR RAILWAY STN,25.2714642,82.0052883
GHORASAHAN RAILWAY STN,26.8202004,85.1307078
GARH BANAILI RAILWAY STN,25.7819576,86.2825098
KASBA RAILWAY STN,25.7819576,86.2825098
GHORMARA RAILWAY STN,24.4473611,86.8646909
GHOSUNDA RAILWAY STN,24.8539239,74.5404694
TEKKABIGHA RAILWAY STN,25.3592251,85.894225
GHOTI RAILWAY STN,19.7609451,73.7536695
BULLUANA RAILWAY STN,30.188934,74.7863698
GHUGHULI RAILWAY STN,27.0937361,83.7365154
GHUGUS RAILWAY STN,19.941447,79.1153367
GHUNGHUTI RAILWAY STN,23.346581,81.1871515
GHUTKU RAILWAY STN,22.1745789,82.0924577
KENDUJHARGARH RAILWAY STN,21.6524845,85.6473407
GIDDALUR RAILWAY STN,15.3757808,78.9236355
KISTAMSETIPALLI RAILWAY STN,15.3757808,78.9236355
GIDDARBAHA RAILWAY STN,30.2074369,74.6576091
GIDNI RAILWAY STN,22.4761481,86.8571659
GINIGERA RAILWAY STN,15.3499423,76.2493603
HITNAL RAILWAY STN,15.3499423,76.2493603
GIRIDIH RAILWAY STN,24.19135,86.2996368
SURLA ROAD RAILWAY STN,19.1634116,84.7126164
KATORA RAILWAY STN,23.3057165,82.7212261
GIRWAR RAILWAY STN,23.824424,78.955693
MADGAON RAILWAY STN,15.2993265,74.123996
VASCO DA GAMA RAILWAY STN,15.2993265,74.123996
SANVERDAM CHUCH RAILWAY STN,15.2993265,74.123996
KALEEM RAILWAY STN,15.2993265,74.123996
SANKVAL RAILWAY STN,15.2993265,74.123996
CANSAULIM RAILWAY STN,15.2993265,74.123996
CHANDAR RAILWAY STN,15.2993265,74.123996
SANJUJE DA AREY RAILWAY STN,15.2993265,74.123996
DABOLIM RAILWAY STN,15.2993265,74.123996
THIVIM RAILWAY STN,15.2993265,74.123996
KARMALI RAILWAY STN,15.2993265,74.123996
LOLIEM RAILWAY STN,15.2993265,74.123996
CANCONA RAILWAY STN,15.2993265,74.123996
MAJORDA RAILWAY STN,15.2993265,74.123996
SURAVALI RAILWAY STN,15.2993265,74.123996
PERNEM RAILWAY STN,15.2993265,74.123996
SALAKATI RAILWAY STN,26.1639014,90.6253459
GOBARDANGA RAILWAY STN,22.8832286,88.7638294
DONGRI BUZURG RAILWAY STN,21.5220608,79.7236369
GOBARWAHI RAILWAY STN,21.5220608,79.7236369
BARDA RAILWAY STN,22.3781175,88.4052416
LOTAPAHAR RAILWAY STN,23.8325982,86.5202167
DATEWAS RAILWAY STN,30.27925,75.015843
GODBHAGA RAILWAY STN,21.4167,83.857486
GODDA RAILWAY STN,24.8255215,87.2135177
GODHA RAILWAY STN,28.0557622,78.1756812
TAVARGATTI RAILWAY STN,15.4280682,74.6948954
GODHRA JUNCTION,22.7788044,73.6142795
GOGAMUKH RAILWAY STN,27.4346283,94.315012
MAHIDPUR ROAD RAILWAY STN,23.5608517,75.5145676
ROHAL KHURD RAILWAY STN,23.5608517,75.5145676
SIMRAHA RAILWAY STN,26.2322437,87.3239749
DHOLBAZA RAILWAY STN,26.2322437,87.3239749
GOGI POTHIA RAILWAY STN,26.2322437,87.3239749
KAMARBANDHA ALI RAILWAY STN,27.0234195,94.783399
GOHANA RAILWAY STN,29.1393132,76.6944877
MAHADEVSAL RAILWAY STN,22.5087981,85.3678783
GOILKERA RAILWAY STN,22.5087981,85.3678783
GOKULPUR RAILWAY STN,22.6802668,88.2400333
KEREJANGA RAILWAY STN,19.2564818,84.8854545
GOLAGHAT RAILWAY STN,26.5238515,93.962337
JAMGURI RAILWAY STN,26.5238515,93.962337
GOLANTHRA RAILWAY STN,19.2169342,84.7446146
GOLE RAILWAY STN,25.8924869,71.997925
BOCHASAN JUNCTION,22.6708317,71.5723953
GOLEHWALA RAILWAY STN,30.7870337,74.7000524
PPLI PKHI KALAN RAILWAY STN,30.7870337,74.7000524
GOLHALLI RAILWAY STN,13.1476195,77.4182131
GOLLAPROLU RAILWAY STN,17.1532881,82.2862828
GOLSAR RAILWAY STN,28.1518068,74.5463785
NSC BOSE J GOMO RAILWAY STN,23.8702222,86.1520657
GOMTA RAILWAY STN,21.8733608,70.7309717
GONDA JUNCTION,27.1339874,81.9618979
SUBHAGPUR RAILWAY STN,27.1339874,81.9618979
GONDAL RAILWAY STN,21.9611708,70.7938777
FATEHPUR CHURSI RAILWAY STN,25.3135175,82.213501
GONDIA JUNCTION,21.4549477,80.1960712
GONEANA B JAGTA RAILWAY STN,30.3417974,74.9486422
GOOTY RAILWAY STN,15.1220053,77.634687
GOPALGANJ RAILWAY STN,26.4605776,84.4402462
BARAGOPAL RAILWAY STN,25.5376627,85.1781602
RAKHA MINES RAILWAY STN,23.542192,85.9891914
ASANBONI RAILWAY STN,23.542192,85.9891914
CHALAMA RAILWAY STN,14.7844632,78.5730079
GAZULAPALLI RAILWAY STN,14.7844632,78.5730079
GARH DHRUBESWAR RAILWAY STN,22.8076683,88.0534236
GORAKHPUR JUNCTION,26.7605545,83.3731675
DOMINGARH RAILWAY STN,26.7605545,83.3731675
GORAKHPUR CANT RAILWAY STN,26.7605545,83.3731675
GORAPUR RAILWAY STN,18.3604832,82.8066862
GORAYA RAILWAY STN,31.124144,75.7713477
GARMADI RAILWAY STN,22.6708317,71.5723953
BIHARA RAILWAY STN,26.2006043,92.9375739
OKHA MADHI RAILWAY STN,22.1614099,69.0595165
GORINJA RAILWAY STN,22.1614099,69.0595165
GORIYAN RAILWAY STN,27.5479278,75.2581148
GOSHAINGANJ RAILWAY STN,26.56989,82.3820274
ANUPGANJ RAILWAY STN,26.56989,82.3820274
GOSALPUR RAILWAY STN,23.39902,80.0611759
GOTAN RAILWAY STN,26.6554015,73.7330753
TIMBA ROAD RAILWAY STN,22.7843313,73.3738169
GOTHAJ RAILWAY STN,22.7638862,72.7998479
GOTLAM RAILWAY STN,18.1696768,83.3749322
INDRABIL RAILWAY STN,23.4342728,86.7683463
METYAL SOHAR RAILWAY STN,23.4342728,86.7683463
GOVINDGARH RAILWAY STN,30.664228,76.2913905
GOVINDI MARWAR RAILWAY STN,27.0442049,75.0990746
GOVINDPURI RAILWAY STN,28.8560574,77.5877318
LAGARGAWAN RAILWAY STN,24.4610122,80.8128636
TIRVNLNLUR ROAD RAILWAY STN,11.8466306,79.4056784
GUA RAILWAY STN,22.2119084,85.3833703
GUBBI RAILWAY STN,13.3117814,76.9398195
SHAHNAGAR TMNS RAILWAY STN,27.4475181,78.2753776
CHIK BANAVAR RAILWAY STN,13.0746776,77.508911
SOLDEVANAHALLI RAILWAY STN,13.0746776,77.508911
GUDGERI RAILWAY STN,15.1202074,75.3616223
BOJAWAS RAILWAY STN,28.6422377,76.6405492
GUDHA RAILWAY STN,26.481642,74.736633
RANIPUR ROAD RAILWAY STN,25.4462231,79.6782755
GUDIVADA JUNCTION,16.4344461,80.9931388
GUDIYATTAM RAILWAY STN,12.9427995,78.8681614
GUDLAVALLERU RAILWAY STN,16.3437071,81.0544917
GUDMA RAILWAY STN,20.2031191,75.0348294
GUDUR JUNCTION,14.1463424,79.8503809
GANAGAPUR ROAD RAILWAY STN,15.9395122,75.9136608
GAUDGAON. RAILWAY STN,15.9395122,75.9136608
BHAGIRATHPUR RAILWAY STN,27.3011036,83.3909575
GULABPURA RAILWAY STN,25.9031773,74.6605365
RUPAHELI RAILWAY STN,25.9031773,74.6605365
GULAOTHI RAILWAY STN,28.5902291,77.7936081
KALSUR RAILWAY STN,17.329731,76.8342957
GULLIPADU RAILWAY STN,17.399806,82.634839
GUMADA RAILWAY STN,18.8842837,83.4683933
GUMIA RAILWAY STN,23.8012672,85.8238938
BEVINAHALU RAILWAY STN,15.1693002,77.2290193
TSAKIBANDA RAILWAY STN,14.4148634,76.1109748
GUMMIDIPUNDI RAILWAY STN,13.4109557,80.1169708
GUMTHAL RAILWAY STN,28.4900865,78.7660395
GUNA RAILWAY STN,24.6323648,77.3001762
GUNADALA RAILWAY STN,16.523327,80.6688054
MINCHNAL RAILWAY STN,16.9585484,75.7894716
GUNDARDEHI RAILWAY STN,20.9465461,81.2900385
SITAMPET RAILWAY STN,16.7797429,81.2312301
CHAS ROAD RAILWAY STN,23.423215,86.2234724
GUNJARIA RAILWAY STN,26.2212721,88.1266983
GUNTAKAL JUNCTION,15.1660706,77.3769836
TIMMANACHERLA RAILWAY STN,15.1660706,77.3769836
GULAPALYAMU RAILWAY STN,15.1660706,77.3769836
GUNTUR JUNCTION,16.3066525,80.4365402
NEW GUNTUR RAILWAY STN,16.3066525,80.4365402
GUNUPUR RAILWAY STN,19.0754648,83.8128265
GUPTIPARA RAILWAY STN,23.2055009,88.4049735
CHAUKI MAN RAILWAY STN,33.1829681,73.5094431
GURARU RAILWAY STN,24.8108395,84.7915999
TITVALA RAILWAY STN,19.3073238,73.2194694
GURDASPUR RAILWAY STN,32.0413917,75.403086
GURGAON RAILWAY STN,28.4594965,77.0266383
BASAI DHANKOT RAILWAY STN,28.4594965,77.0266383
DAULATPUR HRYNA RAILWAY STN,28.4594965,77.0266383
GURHI RAILWAY STN,25.9045296,87.4925837
GURIYA RAILWAY STN,25.9992906,73.9418603
HARIPUR RAILWAY STN,25.9992906,73.9418603
GURLA RAILWAY STN,25.25354,74.4701056
GURNAY RAILWAY STN,29.8703786,75.8007305
GURRA RAILWAY STN,22.6316184,77.8667416
GURSAHAIGANJ RAILWAY STN,27.1170062,79.7304285
GURU HARSAHAI RAILWAY STN,30.7057625,74.4115246
GURUVAYUR RAILWAY STN,10.594561,76.0368701
GUSKARA RAILWAY STN,23.488159,87.7443457
MECHERI ROAD RAILWAY STN,11.7932914,77.9217448
GUWAHATI RAILWAY STN,26.1157917,91.7085933
GWALIOR RAILWAY STN,26.2124007,78.1772053
SITHOULI RAILWAY STN,26.2124007,78.1772053
GHOSIPURA RAILWAY STN,26.2124007,78.1772053
MOTIJHEEL RAILWAY STN,26.2124007,78.1772053
BIRLANAGAR RAILWAY STN,26.2124007,78.1772053
GWALIOR RAILWAY STN,26.2124007,78.1772053
HABANGHATA RAILWAY STN,13.261374,76.2564238
HABIBWALA RAILWAY STN,29.3585589,78.5000555
HABRA RAILWAY STN,22.8408094,88.6535105
HADMADIYA RAILWAY STN,21.9743678,70.5919357
HADMATIYA JUNCTION,22.4296404,70.4848439
HADOBHANGI RAILWAY STN,18.8308795,83.9783946
KASHINAGAR RAILWAY STN,18.8308795,83.9783946
SITAPURAM RAILWAY STN,18.8308795,83.9783946
NEW HAFLONG RAILWAY STN,25.130453,93.0038121
